customer_address_city,customer_address_country,customer_customer_id,customer_name,event_timestamp,order_id,product,price,quantity
Delhi,INDIA,85,Thomas King,2026-01-29 23:39:56.755143,159,Phone,500,1
Delhi,INDIA,9,Laura Miller,2026-02-15 23:39:56.755253,160,Keyboard,500,1
Delhi,INDIA,97,Anthony Spence,2026-04-12 23:39:56.755347,161,Phone,1000,2
Delhi,INDIA,37,Kathryn Martinez,2026-04-01 23:39:56.755533,163,Keyboard,500,2
,INDIA,89,Heather Drake,2026-03-01 23:39:56.755716,165,Monitor,1000,1
,INDIA,79,Andres Stewart,2026-02-23 23:39:56.755806,166,Tablet,1000,2
Delhi,INDIA,25,Thomas Butler,2026-02-19 23:39:56.755925,167,Monitor,1000,2
,INDIA,47,Jennifer Williams,2026-04-10 23:39:56.756114,169,Keyboard,500,1
,INDIA,77,Ronald Webb,2026-04-02 23:39:56.756207,170,Monitor,1000,1
Delhi,INDIA,73,Ricardo Kirk,2026-05-06 23:39:56.756336,171,Laptop,1000,1
Chennai,INDIA,9,Elizabeth Chambers,2026-03-05 23:39:56.756443,172,Monitor,500,2
Chennai,INDIA,77,Daniel Santos,2026-02-25 23:39:56.756536,173,Monitor,1000,1
Delhi,INDIA,69,Laura Jenkins,2026-02-11 23:39:56.756629,174,Monitor,500,1
Chennai,INDIA,31,Erin Ramos,2026-02-22 23:39:56.756902,177,Phone,500,2
,INDIA,95,Alan Montoya,2026-04-23 23:39:56.756994,178,Laptop,500,1
Chennai,INDIA,1,Glenn Fernandez,2026-03-15 23:39:56.757084,179,Monitor,1000,1
Delhi,INDIA,87,Angelica Zamora,2026-03-20 23:39:56.757285,181,Tablet,500,2
,INDIA,19,Troy Estes,2026-02-19 23:39:56.757402,182,Phone,1000,1
Delhi,INDIA,47,Robert Juarez,2026-03-06 23:39:56.757686,184,Monitor,500,2
Chennai,INDIA,21,Francisco Jones,2026-02-05 23:39:56.757847,185,Laptop,1000,2
Chennai,INDIA,58,Elizabeth Beck,2026-04-15 23:39:56.758184,187,Monitor,1000,1
Chennai,INDIA,95,Kathy Smith,2026-04-21 23:39:56.758385,189,Monitor,500,1
Delhi,INDIA,100,Pamela Fields,2026-03-02 23:39:56.758503,190,Phone,500,1
,INDIA,3,Kimberly Garcia,2026-04-30 23:39:56.758597,191,Monitor,500,1
Chennai,INDIA,61,Justin Morris,2026-03-09 23:39:56.758689,192,Tablet,1000,1
,INDIA,23,Kathryn Ortiz,2026-04-19 23:39:56.758783,193,Laptop,500,2
Delhi,INDIA,97,Misty Haas,2026-03-15 23:39:56.758975,195,Phone,500,1
Delhi,INDIA,49,John Stephens,2026-03-10 23:39:56.759064,196,Laptop,1000,2
,INDIA,76,Autumn Wright,2026-03-08 23:39:56.759156,197,Monitor,500,1
Delhi,INDIA,92,Elizabeth Davis,2026-02-14 23:39:56.759248,198,Monitor,500,2
Delhi,INDIA,13,Jessica Luna,2026-02-12 23:39:56.759339,199,Tablet,1000,2
Chennai,INDIA,56,Danielle Love,2026-04-12 23:39:56.759431,200,Monitor,500,2
Chennai,INDIA,48,George Hall,2026-03-11 23:39:56.759760,203,Tablet,1000,1
Chennai,INDIA,65,Morgan Davis,2026-03-18 23:39:56.759975,205,Tablet,500,1
Delhi,INDIA,36,Ryan Preston,2026-04-19 23:39:56.760065,206,Laptop,1000,1
Delhi,INDIA,25,Michael Nelson,2026-04-10 23:39:56.761100,207,Monitor,500,2
Delhi,INDIA,29,Tiffany Barrera,2026-02-01 23:39:56.761344,209,Tablet,1000,2
Chennai,INDIA,14,Jimmy Schwartz,2026-02-26 23:39:56.761649,212,Phone,500,2
Delhi,INDIA,65,Steven White,2026-03-12 23:39:56.761751,213,Tablet,500,1
Delhi,INDIA,52,Brian Hayes,2026-03-16 23:39:56.761872,214,Monitor,500,2
Chennai,INDIA,56,Rhonda Watson,2026-02-20 23:39:56.761969,215,Keyboard,500,2
Delhi,INDIA,70,Jennifer Meza,2026-03-07 23:39:56.762150,217,Phone,500,1
Chennai,INDIA,23,Amy White,2026-03-28 23:39:56.762243,218,Laptop,500,1
Chennai,INDIA,68,Elijah Woodard,2026-02-18 23:39:56.762512,221,Phone,500,2
Delhi,INDIA,89,Ellen Martinez,2026-04-10 23:39:56.762693,223,Keyboard,1000,2
Delhi,INDIA,31,Kristina Little,2026-04-23 23:39:56.762783,224,Laptop,500,1
Chennai,INDIA,75,Joseph Mayo,2026-03-21 23:39:56.762981,226,Monitor,1000,1
Delhi,INDIA,21,Karen Calderon,2026-03-17 23:39:56.763074,227,Laptop,500,1
,INDIA,73,Cynthia Gordon,2026-04-25 23:39:56.763267,229,Phone,1000,2
Delhi,INDIA,64,Robin Bradley,2026-02-17 23:39:56.763450,231,Monitor,500,1
,INDIA,59,Kelsey Smith,2026-04-28 23:39:56.763731,234,Keyboard,1000,1
Delhi,INDIA,61,Jonathan Booth,2026-02-12 23:39:56.763831,235,Monitor,1000,2
Chennai,INDIA,5,Tony Duke,2026-03-17 23:39:56.763944,236,Monitor,1000,1
Chennai,INDIA,100,Adam Daugherty,2026-02-13 23:39:56.764228,239,Monitor,500,2
,INDIA,22,Dr. Brandi Sanchez,2026-03-28 23:39:56.764467,241,Monitor,500,2
,INDIA,70,Kelly Baker,2026-05-06 23:39:56.764568,242,Laptop,500,1
Chennai,INDIA,31,James Rodriguez,2026-03-08 23:39:56.764661,243,Laptop,1000,2
Chennai,INDIA,66,Tyler Valenzuela,2026-02-03 23:39:56.764752,244,Laptop,1000,1
,INDIA,3,Alexandra Anderson,2026-04-16 23:39:56.764846,245,Phone,500,2
,INDIA,67,Robin Rice,2026-01-30 23:39:56.764943,246,Laptop,1000,2
Chennai,INDIA,56,Matthew Davis,2026-02-11 23:39:56.765048,247,Phone,500,1
Delhi,INDIA,100,Scott Jackson,2026-05-04 23:39:56.765158,248,Tablet,500,1
Delhi,INDIA,86,Victoria Richards,2026-03-01 23:39:56.765254,249,Tablet,1000,1
Chennai,INDIA,80,Cynthia Rodriguez,2026-02-10 23:39:56.765441,251,Monitor,1000,1
,INDIA,18,Nicole Dawson,2026-03-15 23:39:56.765534,252,Phone,1000,2
Chennai,INDIA,3,Holly Doyle,2026-04-22 23:39:56.765624,253,Keyboard,500,2
Delhi,INDIA,13,Richard Wilson,2026-03-28 23:39:56.765712,254,Phone,500,2
,INDIA,39,Tracy Reed,2026-04-30 23:39:56.765895,256,Laptop,1000,1
Chennai,INDIA,18,Ryan Taylor,2026-03-07 23:39:56.765982,257,Laptop,1000,1
,INDIA,28,Alison Butler,2026-05-06 23:39:56.766269,260,Keyboard,500,2
,INDIA,88,Ryan Burgess,2026-02-17 23:39:56.766357,261,Laptop,1000,1
Delhi,INDIA,86,Cody Mathis,2026-02-17 23:39:56.766447,262,Tablet,500,2
,INDIA,16,Crystal May,2026-02-07 23:39:56.766540,263,Keyboard,1000,1
Delhi,INDIA,2,Corey Garcia,2026-03-15 23:39:56.766896,267,Phone,1000,1
,INDIA,49,David Sullivan,2026-02-11 23:39:56.766985,268,Phone,500,2
Delhi,INDIA,32,Christina Bauer,2026-01-31 23:39:56.767097,269,Monitor,500,2
,INDIA,59,Theresa Hunt,2026-04-14 23:39:56.767195,270,Monitor,500,2
Chennai,INDIA,55,Daniel Schneider,2026-03-29 23:39:56.767284,271,Keyboard,1000,2
Chennai,INDIA,83,Timothy Alvarado,2026-04-08 23:39:56.767374,272,Tablet,1000,2
Chennai,INDIA,57,Scott Chang,2026-04-18 23:39:56.767466,273,Monitor,1000,1
Chennai,INDIA,3,Manuel Chavez,2026-04-05 23:39:56.767647,275,Phone,1000,2
,INDIA,97,Vincent Rodriguez,2026-01-28 23:39:56.767738,276,Phone,500,2
,INDIA,89,Laurie Young,2026-04-04 23:39:56.767846,277,Laptop,1000,1
Delhi,INDIA,49,George Aguilar,2026-01-29 23:39:56.768033,279,Phone,1000,1
,INDIA,31,Robert Crawford,2026-04-10 23:39:56.768126,280,Phone,1000,1
Chennai,INDIA,92,Holly Edwards,2026-02-20 23:39:56.768332,282,Phone,1000,1
Chennai,INDIA,53,Miss April Stone,2026-01-29 23:39:56.768435,283,Phone,500,2
Chennai,INDIA,31,Alexandra Holloway,2026-04-25 23:39:56.768527,284,Laptop,1000,1
,INDIA,65,Stephen Bridges,2026-05-03 23:39:56.768619,285,Tablet,1000,2
Chennai,INDIA,95,Melvin Webb,2026-04-16 23:39:56.768708,286,Tablet,500,1
,INDIA,30,Aaron Holloway,2026-04-29 23:39:56.768796,287,Phone,500,1
Delhi,INDIA,98,Jessica Moore,2026-02-08 23:39:56.768976,289,Phone,1000,2
Chennai,INDIA,54,Alicia Pearson,2026-04-07 23:39:56.769068,290,Phone,500,1
Chennai,INDIA,90,Caitlin Peterson,2026-04-14 23:39:56.769162,291,Phone,1000,2
Delhi,INDIA,79,Gregory Guerrero,2026-03-08 23:39:56.769271,292,Laptop,500,2
,INDIA,51,Amy Barr,2026-04-06 23:39:56.769457,294,Keyboard,500,1
,INDIA,44,Jeremy Patterson,2026-02-25 23:39:56.769636,296,Tablet,1000,2
Chennai,INDIA,18,Susan Mcdaniel,2026-03-13 23:39:56.769728,297,Monitor,500,1
,INDIA,93,Ms. Sandra Pham,2026-02-08 23:39:56.769823,298,Tablet,1000,1
